transaction_id,customer_id,amount,category,transaction_date
0,201,192.5850059221596,Dining,2024-10-20
1,241,212.18550850376144,Groceries,2024-02-05
2,7,95.27283085054893,electronics,2024-03-19
3,242,43.300199893276414,electronics,2024-12-09
4,141,128.11385419409947,Travel,2024-07-15
5,155,39.05734931601004,Travel,2024-10-07
6,189,44.20805924432954,groceries,2024-01-15
7,86,53.84672174167936,groceries,2024-11-14
8,293,146.18278807281365,Travel,2024-03-22
9,17,56.36630305639464,electronics,2024-01-12
10,84,71.96318717295087,groceries,2024-11-25
11,115,84.60904164824244,dining ,2024-05-03
12,171,79.17300367753982,dining ,2024-05-09
13,123,144.45980808755306,  Electronics,2024-12-14
14,40,92.48504089772779,Groceries,2024-07-29
15,14,147.29545501276516,  Electronics,2024-05-25
16,1,75.99151085866883,dining ,2024-12-25
17,15,85.14277644895769,groceries,2024-05-06
18,45,10.671940291025308,Groceries,2024-07-10
19,299,244.7132150522143,electronics,2024-11-15
20,58,8.54690643650558,Travel,2024-03-31
21,196,32.514226788613264,dining ,2024-05-31
22,225,,groceries,2025-01-22
23,71,46.45701722785062,groceries,2024-11-30
24,85,71.80946493940924,dining ,2024-04-09
25,131,51.02181061812991,groceries,2024-03-10
26,79,61.38367454011022,Groceries,2024-10-19
27,292,5.468387366158566,dining ,2024-09-01
28,54,,Travel,2024-04-01
29,269,287.4647949635976,dining ,2024-11-17
30,239,11.367481166713599,electronics,2024-01-25
31,253,131.47013152580615,Travel,2025-01-11
32,35,23.75845321318456,  Electronics,2024-03-07
33,118,213.50309198454693,Dining,2024-08-23
34,188,10.51631783593345,groceries,2024-05-05
35,148,106.23607222238266,groceries,2024-02-25
36,200,75.69114375151757,groceries,2024-03-09
37,203,61.09000139593118,Travel,2024-09-01
38,199,21.121992756040207,  Electronics,2024-05-29
39,19,61.360152033632474,Groceries,2024-03-07
40,287,-75.82744942987728,Groceries,2024-02-18
41,167,39.359315807285384,dining ,2024-01-04
42,271,124.6024263138637,Groceries,2024-02-26
43,82,62.20362052316475,electronics,2024-12-05
44,109,57.85907063890509,  Electronics,2024-12-20
45,264,111.37838395549215,dining ,2024-12-28
46,56,39.339360719629234,  Electronics,2024-07-03
47,20,62.54127426090223,  Electronics,2025-01-10
48,112,39.44656530258595,groceries,2024-07-28
49,204,28.01780402574135,Travel,2024-08-09
50,37,52.23469969611643,dining ,2024-04-01
51,261,55.5513388601929,groceries,not_a_date
52,102,10.485830668272953,electronics,2024-05-03
53,68,63.16687254408721,groceries,2024-12-30
54,163,12.411176614330108,Dining,2024-10-17
55,268,16.929164735448005,  Electronics,2024-07-06
56,265,94.19550645116638,electronics,2024-10-16
57,261,34.086807448262824,groceries,2024-10-28
58,92,69.73953124741769,dining ,2024-07-15
59,6,7.656981717218172,  Electronics,2024-12-29
60,233,114.16864857149547,Groceries,2024-10-27
61,212,94.56936330543749,dining ,2024-12-12
62,231,86.1936789942917,dining ,2024-05-05
63,1,78.67783041308262,Groceries,2024-02-15
64,12,34.522832377108934,Groceries,2024-04-09
65,151,73.26010930028511,dining ,2024-03-31
66,101,57.552514125293214,groceries,2024-12-20
67,131,48.038824606092085,Travel,2024-07-25
68,279,181.66637224798038,Travel,2024-08-26
69,61,16.2229451197297,Groceries,2024-07-18
70,158,,  Electronics,2024-03-03
71,98,109.08598058750393,dining ,2024-11-08
72,89,118.02967647605021,Dining,2024-09-28
73,242,128.30028990227245,Dining,2024-08-10
74,46,58.99661812657971,Groceries,2024-05-05
75,95,184.1657430684492,Dining,2024-11-10
76,36,36.852215841000046,  Electronics,2024-12-27
77,45,96.78652972091682,groceries,2024-08-26
78,85,72.34934041690457,  Electronics,2024-11-12
79,209,112.7623616808257,Dining,2024-10-07
80,174,82.17763859466535,Travel,2024-03-27
81,135,90.40949908093191,Travel,2024-01-11
82,51,139.83655660735994,groceries,2024-08-09
83,239,80.8642572853887,Groceries,2024-11-17
84,240,281.1289496570728,  Electronics,2024-12-28
85,71,157.793455820794,groceries,2024-11-04
86,18,109.29891938259428,groceries,2024-06-08
87,96,38.20535001247451,electronics,2024-03-06
88,44,105.0787518789814,Dining,2024-05-07
89,240,88.9939174033847,groceries,2025-01-25
90,156,109.13345428918818,Travel,2024-06-22
91,152,218.7468369794355,groceries,2024-03-18
92,87,33.406445200868966,Groceries,2024-06-24
93,152,75.46780795643544,dining ,2024-08-31
94,290,,Dining,2024-01-14
95,71,85.75281914134203,dining ,2024-10-15
96,230,18.977120332527193,Groceries,2024-07-02
97,5,60.446819939342944,Dining,2024-10-26
98,94,143.33795965960573,groceries,2024-02-13
99,280,98.54804031811453,groceries,2024-04-06
100,261,109.50932851325716,Travel,2024-09-17
101,26,109.6191876137395,Travel,2024-09-24
102,253,98.03842799866581,groceries,2024-04-28
103,253,26.682180209701446,electronics,2024-06-03
104,136,-75.45596100180519,Travel,2024-01-20
105,110,20.741794120475845,electronics,2024-06-10
106,294,152.38455648881944,dining ,2024-08-12
107,285,65.51406650987133,dining ,2024-02-17
108,203,69.41073709810412,groceries,2024-05-05
109,120,38.667456097352336,Groceries,2024-02-21
110,63,57.98404955858939,Dining,2024-12-19
111,280,51.139703494514215,  Electronics,2024-10-14
112,81,31.313971604030808,Groceries,2024-08-06
113,167,152.32916159075648,Groceries,2024-08-07
114,202,78.82022059258102,  Electronics,2024-10-10
115,72,96.68589865662062,electronics,2024-01-17
116,95,140.63527159929706,Travel,2024-06-27
117,222,41.22617530407539,Travel,2024-01-06
118,60,19.053220302544943,dining ,2024-09-01
119,202,139.05553966912572,dining ,2025-01-06
120,283,56.44869070447022,dining ,2024-06-03
121,205,111.51362133709799,  Electronics,2024-02-24
122,194,40.29653717278602,Groceries,2024-02-13
123,139,32.44408969298864,Travel,2024-03-24
124,290,147.95130253401237,Groceries,2024-05-12
125,67,101.03078671340151,electronics,2024-11-04
126,107,139.3520426149746,Groceries,2024-01-04
127,192,,Travel,2024-08-23
128,196,42.060409974649886,Dining,2024-12-02
129,33,99.06786085392923,Dining,2024-08-27
130,49,31.067844512199194,Travel,2024-12-16
131,207,24.582422108751075,Dining,2024-06-24
132,252,238.33914764162415,electronics,2024-12-20
133,190,127.13089754354738,Dining,2025-01-08
134,280,72.25523253884275,  Electronics,2025-02-03
135,113,59.4252911510193,groceries,2024-05-03
136,99,253.21545990404155,Dining,2025-01-15
137,239,161.13997797038581,dining ,2024-04-09
138,13,113.85919262404785,dining ,2024-03-30
139,59,37.10307161880546,electronics,2024-06-28
140,58,34.82990766049695,groceries,2024-05-30
141,117,26.15989816711066,  Electronics,2024-04-09
142,47,77.2310950753481,Dining,2024-10-26
143,239,203.14994426147848,dining ,2024-08-13
144,254,44.678304299487344,Dining,2024-02-11
145,114,119.81500016409561,Groceries,2024-07-10
146,9,32.35487434335144,  Electronics,2025-01-06
147,214,65.69031247128089,electronics,2024-05-04
148,33,57.483579551076716,groceries,2024-07-12
149,184,88.6320519585565,electronics,2024-05-10
150,52,116.68943542566808,Travel,2024-12-03
151,282,60.23617602332496,electronics,2024-11-14
152,203,63.263794006285096,dining ,2024-10-20
153,297,50.25979408835133,Groceries,2024-02-10
154,185,208.6302535255911,Travel,2024-02-20
155,217,69.69406777818588,Groceries,2024-11-10
156,113,116.90838921806302,electronics,2024-02-29
157,242,16.720850207412063,Groceries,2024-01-04
158,34,125.36654503487483,electronics,2025-02-01
159,46,33.894480526192595,  Electronics,2024-07-23
160,108,74.76392131915686,Dining,2024-10-13
161,214,100.8079772079577,groceries,2024-11-12
162,146,65.405145689275,  Electronics,2024-05-09
163,254,43.73123421703532,  Electronics,2024-01-24
164,282,131.6619195703371,Travel,2024-03-26
165,120,83.9179348747881,Groceries,2024-10-10
166,127,73.23897563920688,electronics,2024-07-11
167,166,47.38783814102028,Travel,2024-06-23
168,193,29.163094875513274,  Electronics,2024-07-15
169,144,8.501108364621922,Travel,2024-07-22
170,181,152.37799105642114,  Electronics,2024-02-02
171,287,52.037452124359305,Dining,2025-01-17
172,220,55.49036879690837,Travel,2024-07-28
173,95,149.05332852136993,  Electronics,2024-03-13
174,128,181.68473897148058,groceries,2024-06-04
175,121,61.888231897734904,Travel,2025-01-14
176,45,24.576593041618867,groceries,2024-08-11
177,1,120.09735859269598,electronics,2024-04-09
178,237,149.38215487225276,Travel,2024-01-23
179,126,154.46675909574287,groceries,2024-07-31
180,106,107.45565711819697,Groceries,2024-03-31
181,189,66.32542864914164,electronics,2025-01-07
182,169,149.78596066960455,Dining,2024-11-28
183,280,150.38651500241224,Travel,2024-10-22
184,185,46.75466967563147,groceries,2024-11-07
185,277,8.084064444967767,dining ,2024-05-04
186,174,16.826520547370944,dining ,2024-04-17
187,98,127.34071068475527,  Electronics,2024-07-22
188,97,81.87115534305683,Travel,2024-08-30
189,296,49.508797579914805,dining ,2024-03-11
190,176,37.17317841194958,groceries,2024-10-27
191,57,143.99918779323468,Dining,2024-05-25
192,249,67.41288015533426,dining ,2024-07-31
193,247,99.94245332422467,Groceries,2024-02-06
194,4,81.73450145633508,Dining,2024-02-07
195,48,80.39242267279138,Groceries,2024-10-13
196,208,82.93273374288484,Dining,2024-05-24
197,122,70.86793078343915,Travel,2024-11-11
198,102,89.9854654949109,Dining,2024-06-20
199,22,77.77482877027677,groceries,2024-10-12
200,57,42.777021077999166,Dining,2024-01-20
201,257,77.25976888420361,Dining,2024-09-09
202,249,60.422076194876624,Groceries,2024-05-12
203,248,119.63889441636206,electronics,2025-01-09
204,171,91.10479606125175,groceries,2024-10-16
205,42,24.879627934086347,  Electronics,2024-09-19
206,97,73.08398918389139,dining ,2024-07-27
207,158,65.15495864118895,Travel,2024-11-11
208,298,63.48909766307193,  Electronics,2024-03-14
209,78,23.429882496028952,dining ,2024-06-30
210,164,105.42927662118234,dining ,2024-05-31
211,148,30.037641951250027,Dining,2024-12-14
212,151,63.4598815982016,dining ,2024-10-11
213,166,86.67158898042194,dining ,2024-12-14
214,211,58.44155289812852,dining ,2024-01-23
215,32,36.10725187455577,Dining,2025-01-21
216,294,126.26271238015947,Dining,2024-09-07
217,259,69.5846694165059,Travel,2024-08-16
218,230,134.9159180568479,groceries,2024-02-07
219,84,107.05031732401721,  Electronics,2024-03-07
220,132,-152.8274475017139,Travel,2024-10-29
221,134,94.40917008310132,  Electronics,2024-07-17
222,93,30.39531458885564,groceries,2024-07-25
223,18,64.53510745156751,Travel,2024-02-09
224,223,89.90046100837502,electronics,2024-01-06
225,1,16.68075891429742,dining ,2024-03-06
226,228,149.9305761696072,  Electronics,2024-11-04
227,59,,groceries,2024-03-23
228,193,11.985062679979333,electronics,2024-12-17
229,103,71.37464197214464,Travel,2024-03-06
230,71,116.72249160472552,Groceries,2024-03-03
231,278,68.8560589204517,groceries,2024-08-23
232,142,149.70241601416322,  Electronics,2024-12-09
233,267,34.81597233460713,  Electronics,2025-01-22
234,57,63.995224815159716,  Electronics,2024-11-29
235,144,41.02312196949363,Travel,2024-12-10
236,104,45.279892351708526,  Electronics,2024-01-19
237,136,69.78776603271788,Travel,2024-10-30
238,4,159.8728748454256,Groceries,2024-03-23
239,200,98.74661502875755,electronics,2024-04-05
240,104,159.43870693052833,electronics,2024-05-12
241,257,36.36938296784234,Travel,2024-05-26
242,64,69.77752789710193,Travel,2024-12-20
243,101,84.69452760014622,Dining,2024-07-03
244,14,61.83846427417941,  Electronics,2024-11-26
245,238,100.89436785877979,Travel,2024-11-16
246,160,21.746470036623762,dining ,2024-12-27
247,120,237.96056952706118,electronics,2024-08-17
248,275,55.323943059462266,dining ,2024-09-18
249,178,83.78985708037659,Groceries,2024-09-23
250,289,83.568764823898,dining ,2024-05-02
251,221,304.6622070465153,  Electronics,2024-05-21
252,176,40.948580058650386,electronics,2024-12-21
253,150,2.2351463398415623,dining ,2024-08-15
254,61,184.567042435237,  Electronics,2024-04-11
255,207,64.92602314467483,groceries,2024-01-31
256,237,74.2569927929256,Travel,2024-12-30
257,209,183.6390641185879,Groceries,2024-12-27
258,124,46.023898125716144,groceries,2024-03-21
259,2,68.3004590121987,dining ,2024-04-16
260,220,195.50726905905861,electronics,2024-07-30
261,12,129.7007727473579,Groceries,2024-09-16
262,241,10.910879796871555,electronics,2025-01-03
263,45,72.83880465894421,groceries,2024-01-13
264,92,174.05097180097192,dining ,2024-03-02
265,64,88.94507327453408,dining ,2024-01-09
266,162,82.87556433448167,electronics,2024-01-21
267,61,117.49856490624786,Dining,2024-10-18
268,78,43.83653037153137,Groceries,2024-03-24
269,15,120.16024847276476,Travel,2025-01-14
270,294,114.0841770221901,Travel,2024-07-02
271,65,83.7408748306425,Groceries,2025-01-10
272,58,8.032455166908697,Groceries,2024-09-08
273,180,88.96935548526449,Dining,2024-05-30
274,43,50.654081052295666,  Electronics,2024-08-03
275,265,67.94066620585798,Groceries,2024-07-30
276,234,49.73276561642896,Dining,2024-09-26
277,105,106.86457418976387,Groceries,2024-05-04
278,120,26.589693665418764,groceries,2024-08-17
279,110,90.7952613824879,dining ,2024-02-27
280,220,81.2551515332524,  Electronics,2024-10-30
281,125,105.54179332315299,  Electronics,2024-09-19
282,86,105.498751745773,Dining,2024-02-10
283,204,35.62998108909464,groceries,2024-08-26
284,42,72.41341819044884,Groceries,2024-02-15
285,235,16.767810856305935,Groceries,2024-02-02
286,128,121.9730220915706,Travel,2024-07-24
287,282,119.99753468673332,Travel,2024-07-23
288,79,52.50370802096533,Dining,2024-09-27
289,113,30.824432682148007,  Electronics,2024-12-10
290,261,198.61249408374607,  Electronics,2024-12-05
291,212,112.34204177459554,  Electronics,2024-12-21
292,13,138.7676828288261,  Electronics,2025-01-15
293,103,139.76469969096138,Groceries,2024-04-23
294,5,31.573287189336167,Groceries,2024-03-27
295,247,245.38362275424075,Dining,2025-01-21
296,125,150.62494228151388,dining ,2024-07-28
297,69,78.18047589587279,Dining,2024-12-12
298,217,324.45483471829755,Groceries,2025-01-12
299,261,57.51890647495708,Travel,2024-11-22
300,32,123.35612569490866,Groceries,2024-10-06
301,152,82.28437712894667,Travel,2024-07-30
302,110,25.477542008036043,Dining,2024-12-26
303,217,41.05441880461173,Travel,2024-08-15
304,279,103.38327680589703,Travel,2024-07-24
305,160,5.783859300492709,Dining,2024-04-09
306,224,79.86593039835887,groceries,2025-01-28
307,95,56.77811721658603,Dining,2025-01-22
308,174,12.708495161172959,Dining,2024-11-08
309,148,4.261145630410422,Travel,2024-11-26
310,219,37.39814546594263,groceries,2024-03-20
311,16,10.024150758840056,groceries,2024-06-30
312,71,163.15974580828797,Groceries,2024-01-13
313,13,42.53635203911929,electronics,2024-03-27
314,293,15.436509791955007,groceries,2024-04-20
315,159,35.03035202249673,Travel,2024-08-10
316,147,84.37556045586979,Dining,2024-06-13
317,143,20.822998920816605,  Electronics,2024-06-13
318,10,64.4942046474386,Groceries,2024-05-01
319,250,53.26988798117759,Travel,2024-06-29
320,253,94.93178523866666,Travel,2024-05-29
321,7,127.60002754197097,  Electronics,2024-10-23
322,186,61.550377802177564,groceries,2024-07-01
323,167,29.67669338867077,  Electronics,2024-01-14
324,114,28.883434469977427,groceries,2024-04-29
325,147,24.477818657902546,  Electronics,2024-11-07
326,264,196.56900666456045,electronics,2024-08-04
327,179,63.049136512249845,electronics,2024-06-13
328,147,8.52227327867437,  Electronics,2024-04-11
329,219,67.8275666509194,Travel,2024-06-10
330,208,158.83750308928708,groceries,2024-05-21
331,157,11.876738477368162,electronics,2024-02-11
332,248,66.2259139192793,Travel,2024-11-25
333,169,22.590088488660406,Dining,2024-06-06
334,185,233.0478707845116,Groceries,2024-05-24
335,148,158.98207297457327,dining ,2024-04-19
336,177,47.8072628505183,electronics,2024-11-11
337,184,74.97077801779457,  Electronics,2024-06-11
338,269,49.91050354483821,electronics,2025-01-20
339,75,144.96603154266833,Dining,2024-03-31
340,109,121.84976299394023,Dining,2024-02-29
341,166,109.41327481393613,Travel,2024-03-23
342,102,114.12944901660298,Groceries,2024-07-10
343,202,28.200284064059527,Dining,2024-06-17
344,247,64.43307717297601,Groceries,2024-12-29
345,58,31.78280447569776,Groceries,2024-09-27
346,18,273.9409787314777,Dining,2025-01-20
347,297,40.914645575554715,groceries,2025-01-15
348,153,36.99411461088537,  Electronics,2024-03-22
349,224,141.45852502465618,  Electronics,2024-04-19
350,228,76.84791115902595,groceries,2024-04-13
351,286,118.10790144510322,Groceries,2024-12-16
352,10,75.09083636765334,dining ,2024-05-25
353,88,84.73081493518939,dining ,2024-08-20
354,295,,electronics,2024-07-18
355,133,29.558396761072302,Dining,2024-03-24
356,119,131.87820089797026,Groceries,2024-01-13
357,79,76.62282379673955,groceries,2024-05-04
358,6,214.85181616392967,dining ,2024-08-03
359,14,76.10735333888627,groceries,2024-02-17
360,291,18.974638506556577,electronics,2024-05-12
361,5,349.2014548789728,  Electronics,2024-11-02
362,42,210.65560186978288,electronics,2024-01-26
363,74,209.39034135901443,Travel,2024-01-15
364,86,79.7643784010777,electronics,2024-12-14
365,258,174.72996200964025,Dining,2024-09-11
366,97,96.03733638007225,electronics,2024-10-27
367,49,33.24460333737432,electronics,2024-07-09
368,118,66.78745517246382,Dining,2024-06-08
369,207,21.48764657930032,Dining,2024-02-06
370,134,4.866775424367465,Dining,2024-09-19
371,75,116.20043479256653,Groceries,2024-03-29
372,36,82.61582141382348,groceries,2024-03-22
373,20,15.021872488783343,electronics,2025-01-12
374,147,114.3841945269983,Groceries,2024-04-30
375,58,127.51409133217463,  Electronics,2024-08-18
376,175,235.61613321391286,Travel,2024-12-22
377,203,117.38876251932095,Dining,2024-01-19
378,114,33.81413544838794,electronics,2024-04-07
379,150,116.41835654526174,Travel,2024-02-25
380,18,39.64565247939509,Travel,2024-10-10
381,165,23.994140269371055,groceries,2024-07-11
382,54,20.24910733595975,Dining,2024-08-04
383,136,220.83427172381138,Groceries,2024-09-09
384,33,105.03390252467258,electronics,2024-12-11
385,83,7.763769570142532,Dining,2024-01-23
386,125,22.433446859197677,  Electronics,2024-01-27
387,147,148.63045255854357,Dining,2024-12-11
388,9,,electronics,2024-08-19
389,276,,  Electronics,2024-04-21
390,126,79.85989846665387,Travel,2024-02-03
391,61,106.69235386424003,Travel,2024-10-18
392,60,72.37922450016572,electronics,2025-01-28
