customer_id,engagement_score,instrument,treatment,x1,x2,purchase_amount
0,40.22313271082466,1,1,-1.7889064670309638,-0.2959553832275038,52.106531367442244
1,47.379240615113346,1,0,-0.25808810770247986,1.251567301484349,50.88606798372852
2,74.95585987086795,0,1,1.7302638065983118,0.5184919624408116,85.15766070591795
3,59.88721624748382,1,1,-1.0719617088678723,0.5896641147948687,63.197208967666676
4,25.3790405812303,1,1,-0.4380882365973547,-0.7510050843627433,37.00702543074464
5,49.92195103742102,1,1,0.17995827686049043,0.7518792339976866,51.35387549564493
6,40.6480438851741,1,0,0.9550010545720486,-0.14790617007446238,58.555740712973076
7,52.2294728487804,0,1,-0.9333059475690257,-0.404945600039548,68.13154136944004
8,25.877183237204164,1,0,0.05840651367082305,-1.5509827654412565,47.20163431923793
9,53.62657815315277,0,1,0.3029643376829903,0.36224710488952666,66.88674164638252
10,53.53071378106182,0,1,-1.1207122419927025,-1.1210338170055902,70.0452388821332
11,73.63439047147195,1,1,0.4109952192125593,0.34028180259384766,83.38132109032095
12,54.74967524707853,0,0,-0.9804270750707899,-0.36139743583792905,68.38233400147885
13,57.65819992546463,1,1,0.17978806279534848,0.12113828749365062,55.00658871265871
14,27.60324972553651,1,1,0.6231619433388802,-2.4263702797875895,57.68159766278568
15,83.7909368708604,0,1,0.10108711329609388,0.5681187446282246,86.28343004735149
16,21.26531663062549,1,0,-1.188716530231564,-0.983169847410281,28.70907453897359
17,66.52702783733727,1,1,0.6884428529606622,0.8180142368925677,73.53953009799571
18,45.05143889189225,0,1,0.7158186664736059,-1.1568617491795716,65.63717890916736
19,36.79030223108305,0,0,0.1648170644765901,-0.25480947162515344,46.261258675372055
20,40.155724836064536,1,1,0.8116161401014579,-1.2119660095032774,70.49339277549424
21,39.91977979012016,0,0,-0.42647760951844815,-0.8769432319891225,31.350842661401526
22,55.702836383734876,0,1,-0.7857579963522066,-0.4239726195960845,73.89919017276557
23,48.349119570829224,0,1,-0.1578479354965195,-0.9600486395963739,55.54254755466704
24,,1,1,0.4840791465381553,0.7923813053579197,81.80426826672252
25,22.55593964831974,1,1,0.8819595990494411,-0.04175981709451674,51.60930486543197
26,49.95378553001223,1,1,-0.6555714003214057,1.1901270179716987,57.08840541973395
27,36.61916317517613,1,1,0.22287728073287585,1.1668172575797624,57.33478062832781
28,61.63807771187089,0,0,0.17485011356039756,1.037388650303199,70.99507819077972
29,18.229099367223977,0,1,-0.46016791307472527,0.3208216529463546,40.607578309061694
30,44.844584748507785,0,1,-1.9420376731486317,-0.7837279453225575,55.86780777953384
31,53.15259391004153,0,0,-1.6457934526833746,0.004991654002240725,57.457677017575314
32,27.73597124005473,1,1,0.913237520674951,-0.3516146253088747,48.68076151279007
33,64.77823374287281,0,0,-1.4677710879056518,-1.0272222904506325,78.9706785378691
34,52.68070143677594,0,0,-1.7440291726845063,-2.063110582436813,73.27909264778688
35,65.10285156060625,1,1,-1.4105998940467233,1.0523825615986642,62.68359693209851
36,64.38777288011767,0,1,-0.3445203093814519,0.4357574946566714,86.31225298510138
37,35.302181504379845,1,1,1.2267227978236834,1.8247833686631874,43.51608483190856
38,38.03306363165693,0,0,0.3427994937677103,-1.292685193811992,66.15444057738122
39,46.95001271342146,0,1,-0.4827175912662311,-0.880404711672816,48.8769434371648
40,61.21939588944702,1,1,-0.3244844290011887,0.10600446932821925,79.1158291728314
41,62.76450936463314,0,0,0.4019863261238347,0.05595001900278242,77.37263371963024
42,39.354726939369726,0,1,0.027537000657484472,-0.5436933033048773,62.999150182227254
43,40.89204222117003,0,0,-1.7211087051946217,1.054965949735561,48.15371802869013
44,38.032656272502074,0,1,1.1605882218501127,0.41185322822503173,52.33796770982821
45,41.23642656263979,0,1,0.8714012625347104,-0.7521557394440745,64.32037115312734
46,46.43114933652911,0,0,-1.0477859772418696,2.155223254675263,55.022027017316205
47,48.02277428464603,0,0,-0.24323470232288807,1.3192210726755107,58.70214322636133
48,80.87171702746566,0,0,0.4107038854754281,1.660681939178238,73.27633090828706
49,42.403945103203554,1,1,0.2625584459626838,-0.43176933312525956,51.38971415615258
50,45.669134494561675,0,1,-0.32877163978253976,1.827772847333753,42.077589189842676
51,56.87866593641042,1,1,0.06690409936915902,-1.9261738967891633,66.69139077446755
52,35.70388901645112,1,1,1.7549947836067374,0.13642818307011503,70.3875585137957
53,44.47059276316385,0,1,-0.28924185139823727,-0.5144693297166059,58.744410160229556
54,50.199777217415196,1,1,0.9588476527482337,0.6685098293625578,64.16995365168489
55,61.61218920525897,0,0,0.256787827719065,0.6007004584204868,67.72487393348807
56,30.259777118798652,0,0,-1.1003743706631515,-1.521023263603309,50.86167326730474
57,70.57204185930534,0,1,0.6404283403183351,-1.2904537042379758,88.37226001188434
58,44.713139511475944,1,1,0.3671745725991361,1.3276558940766425,66.06905161184103
59,52.54124631655438,1,1,1.1558074957724276,-0.13188612370246552,89.63135475642603
60,62.70632455901766,0,0,1.581016093536521,-1.5529430096851895,82.9082564002934
61,59.911893825905395,0,0,1.0582640236833214,0.8864544925305636,60.36810471275224
62,65.88847829263246,1,1,0.3502785693445965,1.8336540519341682,70.098583943065
63,52.59796724647817,0,0,0.5615181925485825,0.26186923788238875,70.34829336410444
64,49.7057996993824,1,1,0.8604770890065455,0.44536162949905245,57.67993626907563
65,54.74717808919401,1,1,-0.7312160546809175,0.7272136125564936,65.00281924700718
66,35.06426914720122,0,0,-0.9243529947781449,-1.089279393328703,47.47854078767744
67,68.21281053476298,0,1,0.7965637193610116,0.055106527676046395,80.30677677278268
